,New_NO
442863,old
442868,restaurants
442870,food
442872,restaurants
442876,far markets
442880,food
442882,quiet
442885,markets food
442891,restaurants
442905,safe quiet
442910,restaurants quiet restaurants
442911,restaurants restaurants
442916,food
442921,food
442923,restaurants
442926,restaurants
442928,safe restaurants
442929,restaurants
442930,restaurants
442942,restaurants
442943,quiet restaurants
442948,restaurants
442952,old
442959,restaurants
442983,restaurants
442984,food food
442986,quiet
442987,restaurants
443000,restaurants
443008,restaurants
443009,restaurants food
443011,safe
443012,safe
443014,restaurants
443017,restaurants
443019,transportation
443020,restaurants
443025,restaurants
443033,restaurants
443035,restaurants
443036,restaurants
443037,restaurants quiet
443045,safe
443051,transportation
443057,quiet
443061,safe restaurants
443062,restaurants
443063,quiet
443064,restaurants
443065,quiet
443066,quiet restaurants
443078,restaurants restaurants
443082,quiet
443087,safe quiet
443088,safe restaurants
443091,safe restaurants
443093,restaurants
443104,restaurants
443107,restaurants
443110,restaurants
443113,restaurants
443114,quiet restaurants
443123,restaurants
443129,restaurants
443130,markets
443133,restaurants
443139,restaurants
443146,restaurants
443147,quiet restaurants
443149,far
443160,restaurants
443163,restaurants markets
443165,food
443170,safe loud traffic restaurants
443173,restaurants
443179,restaurants
443192,restaurants
443195,traffic
443203,restaurants
443204,quiet
443214,quiet
443237,restaurants restaurants
443240,food
443242,restaurants
443245,quiet
443251,restaurants
443254,transportation quiet
443255,restaurants
443260,restaurants
443261,restaurants
443262,quiet
443263,quiet restaurants
443268,quiet
443270,quiet restaurants
443271,food
443274,restaurants
443281,restaurants
443282,restaurants
443283,markets
443284,restaurants
443287,quiet
443288,restaurants food
443290,restaurants
443292,safe restaurants
443293,quiet
443297,restaurants
443299,quiet restaurants
443302,food
443303,quiet
443306,food
443310,restaurants restaurants food
443312,old safe safe
443316,restaurants
443318,restaurants
443320,restaurants
443322,quiet quiet
443325,quiet restaurants
443328,far
443329,restaurants
443331,restaurants
443335,quiet
443337,food
443340,restaurants
443342,quiet
443351,food restaurants
443353,quiet
443362,restaurants
443373,quiet food
443374,quiet food
443379,restaurants
443386,safe
443390,food
443392,restaurants restaurants
443399,food food markets
443401,transportation
443402,restaurants
443405,quiet
443408,restaurants
443414,quiet
443416,restaurants
443418,far far
443420,restaurants
443423,restaurants
443429,restaurants
443430,quiet
443431,old food restaurants
443441,safe
443443,restaurants
443450,restaurants
443451,restaurants
443452,restaurants far
443454,restaurants
443456,food restaurants restaurants
443457,restaurants
443458,restaurants
443462,old old
443464,food
443472,restaurants
443473,restaurants food food food
443475,restaurants
443477,food
443487,restaurants
443489,restaurants
443491,restaurants
443493,restaurants
443495,food markets food
443497,restaurants
443499,restaurants
443504,restaurants
443506,restaurants
443510,quiet
443516,safe
443518,old
443523,restaurants food
443530,restaurants traffic
443534,old
443535,restaurants
443537,food
443538,restaurants
443539,restaurants
443544,restaurants
443547,safe
443552,old
443560,food
443563,restaurants
443570,restaurants restaurants food
443575,food restaurants old
443587,transportation
443595,restaurants
443598,quiet restaurants
443602,restaurants safe
443609,safe
443614,quiet restaurants
443619,restaurants quiet
443628,restaurants
443629,restaurants
443631,quiet
443636,restaurants
443638,restaurants
443640,restaurants
443641,food quiet
443644,food
443645,far
443650,restaurants
443662,safe old far restaurants
443663,safe transportation
443666,restaurants
443671,restaurants
443673,restaurants
443688,old
443693,food
443694,quiet
443697,safe
443698,quiet restaurants
443699,food
443703,restaurants
443710,restaurants
443717,transportation
443719,food
443726,safe quiet
443733,restaurants
443741,restaurants
443745,restaurants
443746,food
443757,restaurants
443762,restaurants
443769,food safe
443771,restaurants
443773,restaurants transportation
443775,safe
443779,old safe
443786,old restaurants
443788,restaurants
443789,old
443791,restaurants
443794,food
443796,quiet food
443799,restaurants
443802,food
443803,old
443806,safe
443810,quiet
443811,quiet
443814,restaurants
443817,quiet
443820,restaurants
443827,restaurants
443829,restaurants
443834,restaurants
443835,old
443837,old
443839,food restaurants safe safe
443841,food
443843,safe restaurants
443845,safe
443846,food
443853,restaurants
443868,safe
443878,restaurants
443881,restaurants quiet
443883,restaurants
443884,quiet
443899,restaurants restaurants
443901,safe
443903,restaurants
443905,safe
443909,restaurants
443910,safe restaurants
443912,food
443920,restaurants
443921,safe restaurants restaurants food restaurants
443929,old old
443941,food
443942,restaurants
443945,restaurants
443950,restaurants
443952,safe food
443957,safe
443969,quiet
443972,quiet restaurants
443976,safe
443977,restaurants
443980,restaurants
443981,restaurants
443982,restaurants transportation
443985,old restaurants restaurants
443989,restaurants
443990,restaurants
443991,restaurants
443993,restaurants
443997,quiet
444002,restaurants
444004,quiet
444006,safe
444012,restaurants quiet traffic
444018,far
444021,restaurants
444024,restaurants
444025,restaurants
444030,quiet
444038,safe
444044,food restaurants
444046,restaurants
444050,food restaurants
444059,safe restaurants
444061,safe quiet restaurants
444065,restaurants
444066,restaurants
444068,traffic
444069,restaurants
444070,food
444072,restaurants
444077,safe
444078,restaurants
444086,safe
444087,transportation
444090,food
444110,safe quiet
444113,restaurants
444117,safe safe
444122,restaurants safe
444132,restaurants
444135,restaurants
444136,restaurants
444141,safe food
444142,restaurants
444144,restaurants
444152,food
444154,safe restaurants
444157,restaurants
444161,quiet
444166,restaurants
444167,restaurants
444169,safe restaurants
444170,restaurants
444180,safe restaurants
444181,restaurants
444183,safe
444189,restaurants transportation
444191,restaurants
444193,far traffic
444194,safe safe
444200,quiet
444204,quiet food far
444209,restaurants safe
444210,quiet restaurants
444211,food
444212,food
444217,restaurants safe
444222,safe
444224,restaurants
444231,restaurants
444232,safe
444234,transportation
444243,restaurants
444246,restaurants
444251,restaurants quiet
444252,safe
444253,safe
444255,restaurants
444258,restaurants quiet
444259,quiet
444267,restaurants
444274,restaurants
444278,restaurants food food
444279,far
444281,restaurants
444284,restaurants
444285,restaurants safe
444290,safe
444293,restaurants food food food
444294,safe
444295,quiet
444296,restaurants
444300,restaurants
444301,old
444302,safe restaurants
444303,safe quiet transportation restaurants
444304,food
444309,safe
444312,food restaurants
444322,quiet
444327,safe
444331,quiet safe
444340,old
444342,restaurants
444349,restaurants
444351,restaurants
444353,restaurants
444354,restaurants
444358,quiet restaurants
444363,restaurants
444365,food
444374,restaurants
444376,restaurants
444383,quiet
444387,transportation
444393,transportation
444403,restaurants safe
444404,restaurants
444409,restaurants food
444411,restaurants
444414,restaurants
444419,quiet
444420,quiet
444424,restaurants
444427,markets food
444428,restaurants
444430,restaurants
444431,restaurants
444447,far safe
444448,restaurants
444455,quiet
444458,safe
444460,restaurants
444480,food
444481,food
444485,restaurants
444487,markets
444492,restaurants quiet
444498,quiet restaurants
444499,restaurants
444501,old restaurants
444506,restaurants far
444508,food restaurants
444509,markets
444511,quiet traffic food food
444519,restaurants
444524,food restaurants
444525,food
444529,safe
444532,markets food
444542,food
444550,food
444551,safe
444555,quiet
444556,quiet
444559,restaurants
444566,quiet
444567,markets markets food
444569,quiet
444570,food
444572,food
444573,far restaurants
444578,quiet far
444586,restaurants
444588,quiet
444591,food
444593,quiet transportation
444594,restaurants
444604,food
444611,quiet safe restaurants
444614,restaurants restaurants
444617,markets markets food
444618,quiet
444619,quiet
444620,quiet
444623,restaurants
444624,quiet
444628,quiet restaurants
444632,safe restaurants
444636,quiet far
444637,markets
444638,quiet
444639,safe quiet food restaurants
444641,quiet
444642,restaurants quiet
444645,markets
444646,food restaurants
444647,food old
444649,restaurants markets
444652,food
444657,restaurants
444664,markets
444666,restaurants
444670,restaurants
444677,restaurants
444678,restaurants
444680,food
444682,food traffic food traffic
444690,safe
444692,food
444694,restaurants food
444696,restaurants
444700,transportation restaurants
444701,restaurants
444702,restaurants
444703,restaurants
444704,quiet
444705,restaurants
444711,restaurants
444712,food
444714,food
444717,quiet
444720,old old
444722,restaurants
444726,safe
444728,restaurants
444737,safe restaurants
444738,safe
444739,restaurants
444746,food
444749,restaurants
444753,food
444754,far
444757,far
444758,food
444762,restaurants restaurants
444765,restaurants
444774,old
444775,restaurants
444776,restaurants
444779,restaurants food food
444780,restaurants
444782,transportation
444786,restaurants
444789,restaurants
444792,restaurants
444793,old
444794,restaurants
444812,restaurants
444817,safe quiet
444819,restaurants
444820,quiet
444822,restaurants
444823,transportation food
444825,quiet food
444829,restaurants
444832,restaurants
444839,restaurants food
444840,restaurants
444843,safe
444844,restaurants safe
444852,food
444855,restaurants far
444857,restaurants food
444858,quiet
444859,transportation
444865,food
444870,restaurants
444871,restaurants
444872,restaurants
444875,restaurants
444888,markets
444889,restaurants
444893,safe
444916,far far
444920,quiet restaurants
444924,restaurants
444939,restaurants
444940,markets quiet
444941,markets quiet
444946,restaurants
444948,far
444953,restaurants
444954,restaurants
444957,food
444959,restaurants
444960,restaurants
444961,restaurants
444962,restaurants
444966,restaurants restaurants
444974,restaurants
444993,food restaurants markets
444997,food
444998,restaurants
445000,restaurants
445009,restaurants
445010,restaurants
445011,restaurants
445014,quiet food restaurants
445017,food food
445021,restaurants
445022,food restaurants
445029,restaurants
445030,food
445032,restaurants
445042,restaurants
445050,restaurants
445054,restaurants
445062,quiet
445063,restaurants
445065,food
445066,restaurants
445068,food restaurants
445074,safe
445086,food
445087,far
445091,restaurants
445093,food
445105,restaurants
445122,quiet restaurants
445124,restaurants
445137,restaurants
445146,restaurants
445152,restaurants
445163,quiet food
445164,restaurants
445170,restaurants
445176,safe
445177,restaurants food
445179,restaurants
445185,safe
445187,restaurants
445202,food
445206,quiet
445210,restaurants
445216,restaurants
445218,restaurants
445219,restaurants
445220,restaurants
445222,restaurants
445225,restaurants
445229,restaurants
445231,far
445232,markets
445234,restaurants
445237,safe
445240,restaurants
445244,restaurants
445245,safe food
445257,restaurants
445259,quiet
445262,markets
445267,food
445271,restaurants restaurants
445272,restaurants
445274,markets
445279,restaurants
445288,restaurants
445290,food
445292,quiet
445307,quiet restaurants
445308,restaurants food food
445311,restaurants
445312,restaurants markets
445320,food
445333,restaurants
445336,restaurants
445337,restaurants
445342,restaurants
445348,restaurants
445349,food
445351,restaurants
445353,restaurants
